super_stockist_id,super_stockist_name,super_stockist_zone,super_stockist_region,super _stockist_state,distributor_id,distributor_name,distributor_zone,distributor_region,distributor_state,channel_type,product_id,product_name,ordered_quantity,short_close_qty,sales_order_date,bill_date,invoiced_total_quantity
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FI088300200480001D,Takatak Masala MRP 5|20 GM*4.8 KG,7200,0,NULL,17/04/25,7200
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FI088300200480001D,Takatak Masala MRP 5|20 GM*4.8 KG,8400,0,NULL,16/04/25,8400
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FI088300200480001D,Takatak Masala MRP 5|20 GM*4.8 KG,9600,0,NULL,24/04/25,9600
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FI088300200480001D,Takatak Masala MRP 5|20 GM*4.8 KG,6000,0,04/07/25,07/04/25,6000
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FI088300200480001D,Takatak Masala MRP 5|20 GM*4.8 KG,4800,0,04/04/25,04/04/25,6000
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FI088300200480001D,Takatak Masala MRP 5|20 GM*4.8 KG,7200,0,04/04/25,04/04/25,7200
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FI088300200480001D,Takatak Masala MRP 5|20 GM*4.8 KG,7200,0,04/10/25,10/04/25,7200
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FI088300200480001D,Takatak Masala MRP 5|20 GM*4.8 KG,4800,0,04/09/25,09/04/25,4800
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FI088300200480001D,Takatak Masala MRP 5|20 GM*4.8 KG,1680,0,04/11/25,11/04/25,1680
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FB013402000600000D,Ambarsariya Â Classic Lassi 200 ML*6 KG,0,0,06/07/25,07/06/25,150
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FB075602000600000D,Rajasthani Masala Chaas 200 ML*6 KG,0,0,06/07/25,07/06/25,540
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FDRTA1801250500,Litchi Drink 125 ML (5 L C/S),200,0,NULL,30/06/25,200
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FE589400381140000D,Nut Crunch. BBQ bash MRP 10/38 GM*11.4Kg,1500,0,NULL,26/06/25,1500
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD020900381094400D,Chatpata Mixture MRP 10|38GM*10.944KG,1440,0,NULL,21/06/25,1440
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD020900381094400D,Chatpata Mixture MRP 10|38GM*10.944KG,1152,0,NULL,24/06/25,1152
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD020900381094400D,Chatpata Mixture MRP 10|38GM*10.944KG,288,0,NULL,17/06/25,288
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD020900381094400D,Chatpata Mixture MRP 10|38GM*10.944KG,2304,0,NULL,13/06/25,2304
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD020900381094400D,Chatpata Mixture MRP 10|38GM*10.944KG,576,0,NULL,17/06/25,576
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD059100220396000D,Mini Punjabi Papad MRP 10|22GM*3.96KG,540,0,NULL,13/06/25,540
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD059100220396000D,Mini Punjabi Papad MRP 10|22GM*3.96KG,540,0,NULL,21/06/25,540
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD012600360907200D,All In One MRP 10|36GM*9.072KG,1008,0,NULL,17/06/25,1008
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD012600360907200D,All In One MRP 10|36GM*9.072KG,756,0,NULL,19/06/25,756
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD012600360907200D,All In One MRP 10|36GM*9.072KG,756,0,NULL,21/06/25,756
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD019500380957600D,Chana Chur MRP 10|38GM*9.576KG,252,0,NULL,19/06/25,252
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD019500380957600D,Chana Chur MRP 10|38GM*9.576KG,252,0,NULL,19/06/25,252
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD019500380957600D,Chana Chur MRP 10|38GM*9.576KG,756,0,NULL,24/06/25,756
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD019500380957600D,Chana Chur MRP 10|38GM*9.576KG,756,0,NULL,13/06/25,756
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD045900401008000D,KhattaMeetha MRP 10|40GM*10.08KG,1260,0,NULL,24/06/25,1260
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD045900401008000D,KhattaMeetha MRP 10|40GM*10.08KG,2520,0,NULL,22/06/25,2520
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD045900401008000D,KhattaMeetha MRP 10|40GM*10.08KG,3780,0,NULL,20/06/25,3780
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD045900401008000D,KhattaMeetha MRP 10|40GM*10.08KG,5040,0,NULL,13/06/25,5040
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD075200400960000D,Punjabi Tadka MRP 10|40GM*9.6KG,480,0,NULL,17/06/25,480
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD075200400960000D,Punjabi Tadka MRP 10|40GM*9.6KG,4800,0,NULL,19/06/25,4320
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD075200400960000D,Punjabi Tadka MRP 10|40GM*9.6KG,2160,0,NULL,20/06/25,2160
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD075200400960000D,Punjabi Tadka MRP 10|40GM*9.6KG,5040,0,NULL,20/06/25,5040
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD075200400960000D,Punjabi Tadka MRP 10|40GM*9.6KG,1920,0,NULL,17/06/25,1920
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD075200400960000D,Punjabi Tadka MRP 10|40GM*9.6KG,6000,0,NULL,13/06/25,6000
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,900,0,NULL,22/06/25,900
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,900,0,NULL,24/06/25,900
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,900,0,NULL,17/06/25,900
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,900,0,NULL,20/06/25,900
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,720,0,NULL,19/06/25,720
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,360,0,NULL,19/06/25,360
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,1800,0,NULL,13/06/25,1800
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD061800401008000D,Nimbu Masala MRP 10|40GM*10.08KG,1260,0,NULL,17/06/25,1260
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD061800401008000D,Nimbu Masala MRP 10|40GM*10.08KG,1008,0,NULL,13/06/25,1008
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD061800401008000D,Nimbu Masala MRP 10|40GM*10.08KG,504,0,NULL,24/06/25,504
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD061800401008000D,Nimbu Masala MRP 10|40GM*10.08KG,1260,0,NULL,27/06/25,1260
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD061800401008000D,Nimbu Masala MRP 10|40GM*10.08KG,756,0,NULL,21/06/25,756
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD062900401000000D,Palak Sev MRP 10|40 GM*10 KG,2500,0,NULL,19/06/25,2500
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD062900401000000D,Palak Sev MRP 10|40 GM*10 KG,1750,0,NULL,13/06/25,1750
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD049600380950000D,Malai Sev 38 GM * 9.5 KG,1250,0,NULL,19/06/25,1250
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD572400381094400D,Shahi Dal Biji MRP 10|38GM*10.944KG,576,0,NULL,13/06/25,576
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD063100200720000D,Panchrattan MRP 10|20 GM*7.2 KG,720,0,NULL,21/06/25,720
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD063100200720000D,Panchrattan MRP 10|20 GM*7.2 KG,720,0,NULL,17/06/25,720
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD063100200720000D,Panchrattan MRP 10|20 GM*7.2 KG,1080,0,NULL,13/06/25,1080
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD020000401200000D,Chana Dal MRP 10|400.48KG,1500,0,NULL,27/06/25,1500
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD020000401200000D,Chana Dal MRP 10|400.48KG,1500,0,NULL,21/06/25,1500
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD061700401200000D,Navratan Mix MRP 10|40 GM*12 KG,1500,0,NULL,22/06/25,1500
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD061700401200000D,Navratan Mix MRP 10|40 GM*12 KG,1500,0,NULL,21/06/25,1500
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092200351050000D,Bhujia Sev MRP 10|35GM*10.5KG,1500,0,NULL,19/06/25,1500
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092200351050000D,Bhujia Sev MRP 10|35GM*10.5KG,1500,0,NULL,20/06/25,1500
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092200351050000D,Bhujia Sev MRP 10|35GM*10.5KG,1500,0,NULL,21/06/25,1500
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,1500,0,NULL,21/06/25,1500
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,1500,0,NULL,19/06/25,1500
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,1500,0,NULL,22/06/25,1500
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092100401200000D,Aloo Bhujia Plain MRP 10|40 GM*12 KG,4500,0,NULL,17/06/25,3000
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,4500,0,NULL,20/06/25,3000
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092200351050000D,Bhujia Sev MRP 10|35GM*10.5KG,3000,0,NULL,20/06/25,3000
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,3000,0,NULL,13/06/25,3000
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,3000,0,NULL,17/06/25,3000
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,3000,0,NULL,24/06/25,3000
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD061700401200000D,Navratan Mix MRP 10|40 GM*12 KG,3000,0,NULL,17/06/25,3000
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD048300421260000D,Lite Mixture MRP 10|42 GM*12.6 KG,300,0,NULL,19/06/25,300
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD043500220660000D,Kaju Mixture MRP 10|22GM*6.6KG,1200,0,NULL,13/06/25,1200
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD043500220660000D,Kaju Mixture MRP 10|22GM*6.6KG,1200,0,NULL,17/06/25,1200
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD048300421260000D,Lite Mixture MRP 10|42 GM*12.6 KG,1200,0,NULL,19/06/25,1200
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD061700401200000D,Navratan Mix MRP 10|40 GM*12 KG,7500,0,NULL,13/06/25,7500
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD061700401200000D,Navratan Mix MRP 10|40 GM*12 KG,4500,0,NULL,20/06/25,4500
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092200351050000D,Bhujia Sev MRP 10|35GM*10.5KG,3600,0,NULL,13/06/25,3600
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092200351050000D,Bhujia Sev MRP 10|35GM*10.5KG,2400,0,NULL,17/06/25,2400
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092100401200000D,Aloo Bhujia Plain MRP 10|40 GM*12 KG,6000,0,NULL,20/06/25,2100
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092100401200000D,Aloo Bhujia Plain MRP 10|40 GM*12 KG,6000,0,NULL,19/06/25,6000
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092100401200000D,Aloo Bhujia Plain MRP 10|40 GM*12 KG,3000,0,NULL,24/06/25,3600
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092100401200000D,Aloo Bhujia Plain MRP 10|40 GM*12 KG,3000,0,NULL,26/06/25,4500
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092100401200000D,Aloo Bhujia Plain MRP 10|40 GM*12 KG,4500,0,NULL,13/06/25,4500
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD092100401200000D,Aloo Bhujia Plain MRP 10|40 GM*12 KG,4500,0,NULL,21/06/25,4500
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD020000401200000D,Chana Dal MRP 10|400.48KG,900,0,NULL,13/06/25,900
19000102,S B Markplus Private Limited-2,NULL,NULL,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD020000401200000D,Chana Dal MRP 10|400.48KG,900,0,NULL,17/06/25,900
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD043500220660000D,Kaju Mixture MRP 10|22GM*6.6KG,900,0,NULL,27/06/25,900
19000102,S B Markplus Private Limited-2,NORTH,DELHI,DELHI,460307,SAWARIYA TRADING 41496,NORTH,DELHI,DELHI,GT,FD043500220660000D,Kaju Mixture MRP 10|22GM*6.6KG,900,0,NULL,21/06/25,900
